car_name,Kms_driven,fuel_type,Transmission,Ownership,Manufacture,Engine_cc,Seats,car_prices_in_rupee,Price_in_rupees
Honda CR-V 2.4L 4WD AT,59000,Petrol,Automatic,1,2014,2354,5,10.50 Lakh,1050000
Hyundai EON Era Plus,15000,Petrol,Manual,1,2018,814,5,3.10 Lakh,310000
Mahindra Scorpio S7 140 BSIV,70000,Diesel,Manual,1,2019,2179,7,12 Lakh,1200000
Volkswagen Polo ALLSTAR 1.2 MPI,50000,Petrol,Manual,2,2017,1198,5,6 Lakh,600000
Chevrolet Cruze LT,110000,Diesel,Manual,1,2012,1991,5,3 Lakh,300000
Tata Nexon XMA AMT,13700,Petrol,Automatic,1,2021,1199,5,9.25 Lakh,925000
Maruti Swift VXI BSIV,25000,Petrol,Manual,1,2019,1197,5,5.70 Lakh,570000
Ford Ecosport Sports Diesel,20000,Diesel,Manual,1,2021,1498,5,11 Lakh,1100000
Jaguar XF 2.2 Litre Luxury,70000,Diesel,Automatic,2,2014,2179,5,18 Lakh,1800000
Tata Indica TDI LX,35000,Diesel,Manual,3,2013,1405,5,1 Lakh,100000
Toyota Fortuner 4X4 Diesel AT,26629,Diesel,Automatic,1,2021,2755,7,43.50 Lakh,4350000
Mercedes-Benz C-Class Progressive C 220d,20000,Diesel,Automatic,1,2019,1950,5,46.50 Lakh,4650000
Mercedes-Benz GLC Progressive 220d,33000,Diesel,Automatic,1,2019,2143,5,53.95 Lakh,5395000
BMW 3 Series Gran Limousine 330Li M Sport First Edition,25000,Petrol,Automatic,1,2021,1998,5,61.75 Lakh,6175000
Audi Q3 30 TDI,55291,Diesel,Manual,1,2017,1968,5,27.95 Lakh,2795000
Mercedes-Benz C-Class C 220 CDI Avantgarde,58500,Diesel,Automatic,1,2013,2143,5,16.50 Lakh,1650000
Audi Q7 45 TDI Quattro Technology,15000,Diesel,Automatic,1,2018,2967,7,72.50 Lakh,7250000
Renault Duster 85PS Diesel RxL Option,90000,Diesel,Manual,1,2014,1461,5,6.50 Lakh,650000
Audi Q3 35 TDI Quattro Premium,64000,Diesel,Automatic,2,2012,1968,5,13 Lakh,1300000
Maruti Zen LXI,132596,Petrol,Manual,2,2004,993,5,4 Lakh,400000
Maruti Swift VXI BSIII,99673,Petrol,Manual,3,2008,1298,5,1.54 Lakh,154000
Tata Nexon EV Prime XZ Plus LUX,24374,Electric,Automatic,1,2021,0,5,4.18 Lakh,418000
Volkswagen Vento Petrol Highline AT,69828,Petrol,Automatic,3,2011,1598,5,3.92 Lakh,392000
Maruti Baleno 1.2 Alpha,72820,Petrol,Manual,2,2016,1197,5,5.94 Lakh,594000
Mercedes-Benz C-Class Progressive C 220d,20785,Diesel,Automatic,1,2019,1950,5,37.24 Lakh,3724000
Maruti Swift Dzire VXI AT Optional,31172,Petrol,Automatic,2,2016,1197,5,5.88 Lakh,588000
Hyundai Grand i10 Sportz,24395,Petrol,Manual,1,2016,1197,5,4.52 Lakh,452000
MG Hector Sharp DCT,11050,Petrol,Automatic,1,2021,1451,5,18.25 Lakh,1825000
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,123394,Diesel,Manual,2,2013,2494,7,7.74 Lakh,774000
Maruti Swift ZDi,105053,Diesel,Manual,2,2013,1248,5,4.21 Lakh,421000
Hyundai i20 Sportz,10283,Petrol,Manual,1,2021,1197,5,8.44 Lakh,844000
Tata Harrier XZ Plus Dark Edition,2443,Diesel,Manual,1,2022,1956,5,21.99 Lakh,2199000
Toyota Fortuner 2.7 2WD AT,44000,Petrol,Automatic,2,2019,2694,7,31 Lakh,3100000
Audi Q5 3.0 TDI Quattro,68000,Diesel,Automatic,3,2011,2967,5,9.95 Lakh,995000
Mahindra Ssangyong Rexton RX7,72000,Diesel,Automatic,1,2013,2696,7,9.75 Lakh,975000
Hyundai i10 Magna 1.1L,38000,Petrol,Manual,1,2011,1086,5,2.25 Lakh,225000
Maruti Swift Dzire VXI 1.2 BS IV,65000,Petrol,Manual,1,2019,1197,5,6.50 Lakh,650000
Audi Q7 45 TDI Quattro Premium Plus,43000,Diesel,Automatic,2,2014,2967,7,18.75 Lakh,1875000
Hyundai i10 Sportz 1.1L,52000,Petrol,Manual,2,2014,1086,5,4.25 Lakh,425000
Mahindra XUV500 W8 FWD,117000,Diesel,Manual,1,2012,2179,7,7.45 Lakh,745000
Hyundai Verna 1.6 VTVT SX Option,84000,Petrol,Manual,1,2016,1591,5,8.25 Lakh,825000
Maruti Alto 800 LXI,45080,Petrol,Manual,3,2015,796,5,2.04 Lakh,204000
Maruti Eeco 5 Seater AC BSIV,39341,Petrol,Manual,1,2019,1196,5,4.70 Lakh,470000
Mahindra Scorpio 2.6 Turbo 7 Str,133000,Diesel,Manual,1,2007,2609,8,3.30 Lakh,330000
Mahindra e2o T2,54112,Electric,Automatic,1,2014,0,5,3.21 Lakh,321000
Hyundai i20 Sportz Plus BSIV,14824,Petrol,Manual,1,2020,1197,5,8.20 Lakh,820000
Honda City i VTEC VX,82500,Petrol,Manual,1,2017,1497,5,9.25 Lakh,925000
Kia Seltos HTK Plus G,17922,Petrol,Manual,1,2020,1497,5,13.49 Lakh,1349000
BMW X7 xDrive 40i,13000,Petrol,Automatic,1,2019,2998,7,1.23 Crore,12300000
Mitsubishi Pajero Sport 4X4 AT,85000,Diesel,Automatic,1,2015,2477,6,16.75 Lakh,1675000
Hyundai Grand i10 AT Asta,67000,Petrol,Automatic,1,2015,1197,5,5.75 Lakh,575000
Honda Jazz V CVT,35000,Petrol,Automatic,1,2018,1199,5,7.45 Lakh,745000
Maruti Alto 800 LXI,53000,Petrol,Manual,1,2016,796,5,3.45 Lakh,345000
MG Hector Hybrid Sharp MT,598,Petrol,Manual,1,2022,1451,5,20.75 Lakh,2075000
Maruti Ertiga ZDI Plus,75727,Diesel,Manual,1,2019,1248,7,8.92 Lakh,892000
Kia Seltos GTX Plus DCT,7000,Petrol,Automatic,1,2020,1353,5,18.90 Lakh,1890000
Maruti Vitara Brezza ZDi Plus Dual Tone,62403,Diesel,Manual,1,2016,1248,5,8.58 Lakh,858000
Volkswagen Polo 1.5 TDI Comfortline,44487,Diesel,Manual,2,2014,1498,5,4.53 Lakh,453000
Mercedes-Benz C-Class Progressive C 220d,24000,Diesel,Automatic,2,2020,1950,5,39 Lakh,3900000
Toyota Innova Crysta 2.4 ZX AT,47000,Diesel,Automatic,1,2020,2393,7,28.50 Lakh,2850000
Hyundai i10 Magna 1.1L,31212,Petrol,Manual,1,2008,1086,5,1.90 Lakh,190000
Skoda Superb Laurin & klement,17776,Petrol,Automatic,1,2020,1984,5,33.65 Lakh,3365000
Hyundai Verna 1.6 CRDi S,31837,Diesel,Manual,2,2015,1582,5,6.58 Lakh,658000
Audi A3 35 TDI Premium Plus,39000,Diesel,Automatic,1,2020,1968,5,25.80 Lakh,2580000
Maruti Alto LXi BSIII,78000,Petrol,Manual,2,2006,796,5,1.20 Lakh,120000
Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV,31000,Petrol,Automatic,1,2020,1497,5,11.85 Lakh,1185000
Maruti Swift VDI,115986,Diesel,Manual,2,2013,1248,5,3.88 Lakh,388000
Toyota Etios G SP,73029,Petrol,Manual,2,2014,1496,5,3.92 Lakh,392000
Hyundai Verna 1.6 SX VTVT AT,25000,Petrol,Automatic,2,2013,1591,5,6.35 Lakh,635000
Honda Amaze E i-Dtech,74809,Diesel,Manual,1,2013,1498,5,2.44 Lakh,244000
Hyundai i20 1.2 Magna,33560,Petrol,Manual,1,2011,1197,5,2.72 Lakh,272000
Hyundai i10 Sportz AT,40821,Petrol,Automatic,1,2011,1197,5,2.86 Lakh,286000
Mercedes-Benz C-Class C 220 CDI Celebration Edition,58000,Diesel,Automatic,2,2014,2143,5,15.75 Lakh,1575000
Ford Figo Petrol EXI,75991,Petrol,Manual,2,2010,1196,5,1.63 Lakh,163000
Maruti Swift ZXI ABS,136432,Petrol,Manual,2,2008,1298,5,1.78 Lakh,178000
Maruti Alto LXi BSIII,70229,Petrol,Manual,4,2008,796,5,"84,778",84778
Toyota Innova Crysta 2.8 GX AT 8S BSIV,83000,Diesel,Automatic,2,2016,2755,8,17.25 Lakh,1725000
Hyundai Santro Xing GLS,51915,Petrol,Manual,1,2008,1086,5,1.11 Lakh,111000
Volkswagen Polo GT TSI,63100,Petrol,Automatic,2,2014,1197,5,5.50 Lakh,550000
Mercedes-Benz GLE 250d,54000,Diesel,Automatic,2,2017,2143,5,48 Lakh,4800000
BMW X1 sDrive20d xLine,9000,Diesel,Automatic,1,2021,1995,5,45.50 Lakh,4550000
Hyundai Santro Xing GL Plus,46833,Petrol,Manual,1,2012,1086,5,3.25 Lakh,325000
Hyundai Verna 1.6 CRDi EX MT,78744,Diesel,Manual,2,2012,1582,5,5.25 Lakh,525000
Maruti Swift VDI BSIV,79542,Diesel,Manual,2,2014,1248,5,4.90 Lakh,490000
Honda City 1.5 V AT,96000,Petrol,Automatic,2,2010,1497,5,4.60 Lakh,460000
Kia Sonet GTX Plus Turbo iMT,13000,Petrol,Manual,1,2021,998,5,13.25 Lakh,1325000
Maruti Swift VDI BSIV,44521,Diesel,Manual,1,2010,1248,5,3.80 Lakh,380000
Hyundai Grand i10 1.2 Kappa Sportz Option AT,29927,Petrol,Automatic,2,2017,1197,5,5.47 Lakh,547000
Honda CR-V 2.0L 2WD AT,48019,Petrol,Automatic,1,2017,1997,5,19.75 Lakh,1975000
Hyundai Grand i10 Asta Option,27311,Petrol,Manual,2,2017,1197,5,6.75 Lakh,675000
Mahindra XUV500 W11 Option AWD,14000,Diesel,Manual,1,2021,2179,7,20.50 Lakh,2050000
Hyundai i10 Magna 1.2,64640,Petrol,Manual,1,2009,1197,5,3.15 Lakh,315000
Honda City i VTEC S,96505,Petrol,Manual,2,2012,1497,5,4.99 Lakh,499000
Toyota Fortuner 2.8 2WD AT BSIV,90479,Diesel,Automatic,1,2018,2755,7,32 Lakh,3200000
Hyundai Venue S Opt,3500,Petrol,Manual,1,2022,1197,5,9.65 Lakh,965000
Tata Nexon 1.2 Revotron XT,42374,Petrol,Manual,1,2018,1198,5,8.55 Lakh,855000
Maruti Baleno 1.3 Alpha,45879,Diesel,Manual,1,2016,1248,5,7.10 Lakh,710000
Maruti Ciaz VDi Plus SHVS,120000,Diesel,Manual,2,2016,1248,5,5.72 Lakh,572000
Hyundai Grand i10 Asta,89680,Petrol,Manual,2,2015,1197,5,4.70 Lakh,470000
BMW 3 Series 320d,99000,Diesel,Automatic,3,2012,1995,5,12.75 Lakh,1275000
Maruti Zen VXI,90000,Petrol,Manual,3,1998,993,5,1.10 Lakh,110000
BMW X5 xDrive 30d Design Pure Experience 5 Seater,27000,Diesel,Automatic,1,2018,2993,5,59.75 Lakh,5975000
Skoda Superb Elegance 2.0 TDI CR AT,79776,Diesel,Automatic,1,2015,1968,5,14.65 Lakh,1465000
Toyota Land Cruiser Prado TX,67000,Diesel,Automatic,1,2011,2982,7,54 Lakh,5400000
Skoda Octavia 2.0 TDI MT Style,108000,Diesel,Manual,1,2017,1968,5,14.75 Lakh,1475000
Volkswagen Vento 1.5 TDI Highline BSIV,58000,Diesel,Manual,1,2019,1498,5,9.45 Lakh,945000
Skoda Octavia 1.8 TSI AT L K,32067,Petrol,Automatic,1,2018,1798,5,22.75 Lakh,2275000
Toyota Innova Crysta 2.4 VX MT BSIV,52187,Diesel,Manual,2,2017,2393,7,19.50 Lakh,1950000
BMW 5 Series 530d M Sport,17100,Diesel,Automatic,1,2019,2993,5,58.75 Lakh,5875000
MG Hector Plus Sharp DCT,9562,Petrol,Automatic,1,2021,1451,6,19.40 Lakh,1940000
MG Hector Sharp Diesel MT BSIV,36388,Diesel,Manual,1,2019,1956,5,18.10 Lakh,1810000
Mercedes-Benz C-Class C 250 CDI Elegance,45000,Diesel,Automatic,2,2011,2143,5,9.75 Lakh,975000
Jeep Compass 2.0 Sport Plus BSIV,36149,Diesel,Manual,1,2019,1956,5,17.75 Lakh,1775000
Kia Seltos GTX Plus,20155,Petrol,Manual,1,2020,1353,5,16.95 Lakh,1695000
MG Hector Sharp AT BSIV,51904,Petrol,Automatic,1,2019,1451,5,16.75 Lakh,1675000
Volkswagen Polo GT TSI,54000,Petrol,Automatic,1,2015,1197,5,7.25 Lakh,725000
Kia Seltos GTX Plus,31727,Petrol,Manual,2,2019,1353,5,15.65 Lakh,1565000
Mahindra XUV500 AT W10 FWD,73986,Diesel,Automatic,1,2017,2179,7,14.45 Lakh,1445000
Kia Sonet 1.5 GTX Plus Diesel,7100,Diesel,Manual,1,2021,1493,5,14.25 Lakh,1425000
Kia Sonet GTX Plus Turbo iMT,5397,Petrol,Manual,1,2021,998,5,13.95 Lakh,1395000
BMW X3 xDrive 20d Luxury Line,65000,Diesel,Automatic,1,2018,1995,5,49.50 Lakh,4950000
Hyundai i20 1.4 Asta Option,90000,Diesel,Manual,1,2017,1396,5,7 Lakh,700000
Maruti Swift Dzire VXI,80000,Petrol,Manual,2,2013,1197,5,4.75 Lakh,475000
Volkswagen Polo GT TSI,91000,Petrol,Automatic,2,2015,1197,5,7 Lakh,700000
BMW 7 Series 730Ld Sedan,69000,Diesel,Automatic,2,2010,2993,5,23.75 Lakh,2375000
Toyota Fortuner 4x2 Manual,89000,Diesel,Manual,2,2014,2982,7,17.50 Lakh,1750000
Hyundai Santa Fe 4X4,95254,Diesel,Manual,1,2013,2199,7,8.25 Lakh,825000
Hyundai Creta 1.6 VTVT SX Plus,51000,Petrol,Manual,1,2016,1591,5,10.50 Lakh,1050000
Hyundai i10 Sportz AT,62000,Petrol,Automatic,2,2014,1197,5,3.95 Lakh,395000
Tata Hexa XT,120000,Diesel,Manual,1,2017,2179,7,12.35 Lakh,1235000
Tata Harrier XZA Plus Dark Edition AT 2020-2022,2000,Diesel,Automatic,1,2022,1956,5,25.75 Lakh,2575000
Volkswagen Polo Cup Edition Comfortline,46000,Petrol,Manual,1,2017,999,5,6.85 Lakh,685000
Maruti Ertiga SHVS ZDI Plus,65000,Diesel,Manual,2,2017,1248,7,9.45 Lakh,945000
Maruti Alto K10 VXI,22248,Petrol,Manual,1,2017,998,5,4.25 Lakh,425000
BMW 5 Series 520d Luxury Line,40000,Diesel,Automatic,1,2018,1995,5,43 Lakh,4300000
Honda City i VTEC S,73000,Petrol,Manual,1,2013,1497,5,5.75 Lakh,575000
Volkswagen Polo GT 1.0 TSI,54000,Petrol,Automatic,1,2021,999,5,11.45 Lakh,1145000
Honda Civic 1.8 (E) MT,90000,Petrol,Manual,2,2006,1799,5,2.60 Lakh,260000
Jeep Compass Model S DCT,15000,Petrol,Automatic,1,2021,1368,5,27.25 Lakh,2725000
Kia Seltos GTX Plus AT D,30000,Diesel,Automatic,1,2021,1493,5,18.20 Lakh,1820000
Jaguar XF 2.2 Litre Luxury,26000,Diesel,Automatic,1,2016,2179,5,27.95 Lakh,2795000
Mahindra Scorpio SLX 2.6 Turbo 7 Str,155000,Diesel,Manual,2,2006,2609,7,3.50 Lakh,350000
Mercedes-Benz GLA Class 200 Sport,29366,Petrol,Automatic,1,2019,1991,5,34.25 Lakh,3425000
Volkswagen Polo 1.2 MPI Highline,28211,Petrol,Manual,1,2016,1198,5,6.75 Lakh,675000
Kia Seltos GTX DCT,40000,Petrol,Automatic,1,2019,1353,5,16.75 Lakh,1675000
BMW 5 Series 520d Luxury Line,54000,Diesel,Automatic,1,2015,1995,5,24.50 Lakh,2450000
Mahindra XUV500 W8 2WD,82000,Diesel,Manual,2,2015,2179,7,10.25 Lakh,1025000
Hyundai Verna 1.6 SX VTVT,117000,Petrol,Manual,1,2011,1591,5,4.65 Lakh,465000
Mahindra Scorpio S10 8 Seater,111000,Diesel,Manual,2,2015,2179,8,11.25 Lakh,1125000
Maruti Swift Dzire AMT ZDI Plus,108000,Diesel,Automatic,1,2018,1248,5,7.95 Lakh,795000
Maruti Omni 8 Seater BSIV,4000,Petrol,Manual,1,2017,796,5,3.30 Lakh,330000
Toyota Innova 2.5 V Diesel 7-seater,290000,Diesel,Manual,3,2011,2494,7,6.85 Lakh,685000
Ford Endeavour 3.2 Titanium AT 4X4,35000,Diesel,Automatic,1,2019,3198,7,35.90 Lakh,3590000
MG Hector Sharp DCT,13000,Petrol,Automatic,1,2020,1451,5,17.95 Lakh,1795000
Ford Freestyle Titanium Petrol BSIV,60000,Petrol,Manual,1,2018,1194,5,4.90 Lakh,490000
Ford Ecosport 1.5 Diesel Titanium Plus,90000,Diesel,Manual,1,2018,1498,5,9.75 Lakh,975000
Mercedes-Benz GLA Class 200 d Sport,16975,Diesel,Automatic,2,2019,2143,5,33.75 Lakh,3375000
Hyundai Grand i10 Magna Petrol BSIV,11000,Petrol,Manual,1,2018,1197,5,5.75 Lakh,575000
Skoda Rapid 1.5 TDI Style BSIV,59000,Diesel,Manual,1,2018,1498,5,9.85 Lakh,985000
Maruti Wagon R LXI DUO BSIII,46000,Lpg,Manual,2,2008,1061,5,2.25 Lakh,225000
Maruti Alto LXi BSII,80000,Petrol,Manual,3,2004,796,5,1.35 Lakh,135000
Hyundai i20 Petrol Asta Option,25000,Petrol,Manual,1,2019,1197,5,7.50 Lakh,750000
Hyundai i20 1.2 Asta,54801,Petrol,Manual,2,2018,1197,5,7.25 Lakh,725000
Honda Accord V6 AT,75000,Petrol,Automatic,2,2005,2997,5,2 Lakh,200000
Maruti Vitara Brezza ZDi,130000,Diesel,Manual,1,2017,1248,5,8.65 Lakh,865000
Hyundai Accent Executive,71000,Petrol,Manual,2,2013,1495,5,3.10 Lakh,310000
Honda CR-V AT With Sun Roof,70000,Petrol,Automatic,1,2010,1198,5,10 Lakh,1000000
Hyundai Venue SX iMT,14115,Petrol,Manual,1,2019,998,5,10.45 Lakh,1045000
Honda Amaze VX Petrol BSIV,30000,Petrol,Manual,2,2019,1199,5,7.50 Lakh,750000
BMW X3 xDrive20d xLine,63170,Diesel,Automatic,1,2017,1995,5,39.95 Lakh,3995000
Toyota Corolla Executive (HE),80000,Petrol,Manual,2,2006,1794,5,2.95 Lakh,295000
Mercedes-Benz CLA 200 CDI Sport,47253,Diesel,Automatic,1,2018,2143,5,32.95 Lakh,3295000
Mahindra Xylo E4,56117,Diesel,Manual,1,2009,2498,7,2.95 Lakh,295000
Mercedes-Benz CLA 200 CDI Sport,14324,Diesel,Automatic,1,2018,2143,5,33.95 Lakh,3395000
Mercedes-Benz C-Class C 200 CGI,27600,Petrol,Automatic,1,2018,1991,5,34.45 Lakh,3445000
Skoda Octavia 1.8 TSI AT Style,38391,Petrol,Automatic,1,2018,1798,5,19.49 Lakh,1949000
Audi A4 35 TDI Premium Plus,49000,Diesel,Automatic,1,2018,1968,5,32.45 Lakh,3245000
Ford Ecosport 1.5 Diesel Trend Plus BSIV,45000,Diesel,Manual,1,2017,1498,5,7.75 Lakh,775000
Chevrolet Cruze LTZ AT,68000,Diesel,Automatic,2,2014,1998,5,6.95 Lakh,695000
Maruti Baleno 1.3 Alpha,67000,Diesel,Manual,1,2018,1248,5,8.25 Lakh,825000
Hyundai i20 1.2 Asta,80000,Petrol,Manual,1,2018,1197,5,7.75 Lakh,775000
Volkswagen Polo 1.2 MPI Highline,62000,Petrol,Manual,1,2016,1199,5,6.75 Lakh,675000
Tata New Safari Dicor VX 4X2,50000,Diesel,Manual,2,2009,2179,7,2.50 Lakh,250000
Mahindra XUV500 W8 2WD,100000,Diesel,Manual,3,2012,2179,7,6.95 Lakh,695000
Honda City GXi,75000,Petrol,Manual,5,2006,1497,5,2.75 Lakh,275000
Mahindra XUV500 W6 2WD,120000,Diesel,Manual,2,2014,2179,7,6.50 Lakh,650000
Mercedes-Benz B Class B200 CDI Sport,37000,Diesel,Automatic,2,2016,2143,5,17.45 Lakh,1745000
Audi Q3 35 TDI Quattro Premium Plus,64000,Diesel,Automatic,1,2018,1968,5,31 Lakh,3100000
Toyota Etios Cross 1.4 GD,79000,Diesel,Manual,2,2015,1364,5,6.95 Lakh,695000
Ford Fiesta 1.4 Duratec ZXI,80000,Petrol,Manual,1,2007,1388,5,1.80 Lakh,180000
Maruti Celerio VXI,14000,Petrol,Manual,1,2014,998,5,4.75 Lakh,475000
Maruti Celerio ZXI AMT Optional,28217,Petrol,Automatic,2,2018,998,5,5.25 Lakh,525000
Maruti Wagon R LXI,90000,Petrol,Manual,2,2003,998,5,1.40 Lakh,140000
Honda City 1.5 GXI,120000,Petrol,Manual,2,2005,999,5,1.85 Lakh,185000
Volkswagen Vento 1.0 TSI Highline Plus,26000,Petrol,Manual,1,2021,2987,5,10.45 Lakh,1045000
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,100000,Diesel,Automatic,2,2013,1086,7,30 Lakh,3000000
Hyundai Santro Sportz BSIV,50000,Petrol,Manual,1,2019,1461,5,5 Lakh,500000
Renault Duster 85PS Diesel RxS,70000,Diesel,Manual,1,2019,1198,5,8.75 Lakh,875000
Honda Amaze E i-Vtech,80000,Petrol,Manual,3,2016,1196,5,3.62 Lakh,362000
Ford Figo Petrol EXI,157000,Petrol,Manual,3,2010,2184,5,1.80 Lakh,180000
Mahindra Thar LX 4-Str Hard Top Diesel,15550,Diesel,Manual,1,2021,1248,4,17.45 Lakh,1745000
Maruti Ertiga SHVS VDI,80000,Diesel,Manual,1,2017,2179,7,8 Lakh,800000
Mahindra XUV500 AT W10 FWD,59432,Diesel,Automatic,1,2017,1598,7,13.95 Lakh,1395000
Skoda Rapid 1.6 MPI Style BSIV,53047,Petrol,Manual,1,2020,1598,5,10.45 Lakh,1045000
Volkswagen Vento 1.6 Highline,46464,Petrol,Manual,1,2016,998,5,7.75 Lakh,775000
Maruti Zen Estilo VXI BSIII,70000,Petrol,Manual,4,2007,1461,5,1.20 Lakh,120000
Renault Duster 85PS Diesel RxS,23000,Diesel,Manual,2,2019,2199,5,10.75 Lakh,1075000
Kia Carnival Limousine,30000,Diesel,Automatic,1,2020,2143,7,34.50 Lakh,3450000
Mercedes-Benz GLC 220d 4MATIC Sport,22000,Diesel,Automatic,1,2018,2596,5,48.75 Lakh,4875000
Force Gurkha Xplorer,35000,Diesel,Manual,2,2018,1582,7,9.20 Lakh,920000
Hyundai Creta 1.6 CRDi SX,80000,Diesel,Manual,1,2016,1799,5,10.50 Lakh,1050000
Honda Civic 1.8 S AT,100000,Petrol,Automatic,4,2006,1173,5,2 Lakh,200000
Premier Rio Petrol GLX,95000,Petrol,Manual,1,2014,2523,5,3.50 Lakh,350000
Mahindra Jeep CL 500 MDI,100000,Diesel,Manual,1,1995,1199,6,2.60 Lakh,260000
Chevrolet Beat LS,50000,Petrol,Manual,3,2012,1197,5,1.80 Lakh,180000
Maruti Ritz VXI,64000,Petrol,Manual,1,2015,1496,5,5.25 Lakh,525000
Ford Ecosport 1.5 Petrol Titanium Plus AT,15509,Petrol,Automatic,2,2020,1498,5,10.85 Lakh,1085000
Ford Ecosport 1.5 Diesel Titanium,43203,Diesel,Manual,2,2018,1086,5,9.65 Lakh,965000
Hyundai i10 Era,80000,Petrol,Manual,1,2007,1493,5,2.66 Lakh,266000
Hyundai Creta SX Diesel,50000,Diesel,Manual,1,2020,998,5,17.95 Lakh,1795000
Maruti Celerio ZXI AT,40000,Petrol,Automatic,2,2017,1498,5,4.60 Lakh,460000
Skoda Rapid 1.5 TDI Ambition BSIV,111000,Diesel,Manual,1,2020,1298,5,9.95 Lakh,995000
Maruti Esteem Vxi - BSIII,73000,Petrol,Manual,2,2006,2982,5,1.20 Lakh,120000
Toyota Fortuner 4x2 Manual,220000,Diesel,Manual,2,2014,1197,7,16.75 Lakh,1675000
Hyundai Grand i10 1.2 Kappa Sportz Option,11717,Petrol,Manual,2,2017,2143,5,5.35 Lakh,535000
Mercedes-Benz GLE 250d,46000,Diesel,Automatic,2,2019,1197,5,56.50 Lakh,5650000
Hyundai Grand i10 Nios Sportz,15000,Petrol,Manual,1,2021,1248,5,6.48 Lakh,648000
Maruti Ertiga ZDI,110000,Diesel,Manual,2,2013,2179,7,5.95 Lakh,595000
Mahindra XUV500 AT W10 FWD,66968,Diesel,Automatic,1,2016,1248,7,14.25 Lakh,1425000
Maruti Swift Dzire VDI,120000,Diesel,Manual,2,2015,2523,5,5 Lakh,500000
Mahindra Bolero ZLX,70000,Diesel,Manual,1,2018,1197,7,7.35 Lakh,735000
Maruti Swift Dzire AMT ZXI Plus,47000,Petrol,Automatic,2,2017,1298,5,7.55 Lakh,755000
Maruti Swift ZXI ABS,110000,Petrol,Manual,4,2006,1199,5,2.50 Lakh,250000
Volkswagen Polo Diesel Highline 1.2L,81000,Diesel,Manual,2,2012,1497,5,4.95 Lakh,495000
Honda City CVT,70000,Petrol,Automatic,3,2005,1497,5,2.25 Lakh,225000
Hyundai Creta SX Executive,12662,Petrol,Manual,1,2021,1591,5,15.95 Lakh,1595000
Hyundai Creta 1.6 E Plus,14000,Petrol,Manual,1,2018,1591,5,10.25 Lakh,1025000
Hyundai Verna 1.6 SX VTVT,56000,Petrol,Manual,2,2014,1248,5,5.75 Lakh,575000
Maruti Vitara Brezza VDi Option,54000,Diesel,Manual,1,2019,1197,5,9.96 Lakh,996000
Hyundai i20 Magna Plus,63000,Petrol,Manual,1,2020,1797,5,7.75 Lakh,775000
Hyundai Elantra SX,40000,Petrol,Manual,2,2013,1061,5,5.20 Lakh,520000
Maruti Zen Estilo 1.1 VXI BSIII,60000,Petrol,Manual,2,2008,1498,5,2.10 Lakh,210000
Ford Ecosport 1.5 DV5 MT Titanium,80000,Diesel,Manual,2,2013,1248,5,6 Lakh,600000
Maruti Ertiga SHVS VDI,120000,Diesel,Manual,1,2016,1462,7,6.50 Lakh,650000
Toyota Urban cruiser Mid,15000,Petrol,Manual,2,2022,1298,5,5.85 Lakh,585000
Maruti Swift Dzire ZXi,295000,Petrol,Manual,2,2009,1248,5,2.92 Lakh,292000
Maruti Baleno 1.3 Alpha,60000,Diesel,Manual,3,2017,1498,5,6.50 Lakh,650000
Renault Scala RxZ AT,50000,Petrol,Automatic,1,2014,1198,5,4.25 Lakh,425000
Honda Brio VX,55000,Petrol,Manual,2,2014,1499,5,4.45 Lakh,445000
Ford Ecosport 1.5 Ti VCT AT Titanium,77000,Petrol,Automatic,2,2014,1197,5,6.75 Lakh,675000
Hyundai i20 Sportz 1.2,33389,Petrol,Manual,1,2015,1396,5,5.33 Lakh,533000
Hyundai Verna 1.4 VTVT,17526,Petrol,Manual,1,2014,1197,5,5.36 Lakh,536000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,15757,Petrol,Manual,1,2018,1197,5,5.64 Lakh,564000
Hyundai i10 Sportz,8183,Petrol,Manual,1,2012,1197,5,2.78 Lakh,278000
Maruti Baleno 1.2 Zeta,32590,Petrol,Manual,1,2017,1497,5,5.83 Lakh,583000
Honda City i VTEC VX,45423,Petrol,Manual,2,2016,1591,5,6.99 Lakh,699000
Hyundai Creta 1.6 VTVT AT SX Plus,52481,Petrol,Automatic,2,2016,1197,5,9 Lakh,900000
Maruti Ignis 1.2 Sigma BSIV,22915,Petrol,Manual,1,2017,1197,5,4.53 Lakh,453000
Maruti Swift Dzire ZXI,72123,Petrol,Manual,1,2017,1197,5,6.01 Lakh,601000
Hyundai i20 1.2 Spotz,37965,Petrol,Manual,1,2017,1197,5,5.75 Lakh,575000
Hyundai Grand i10 1.2 Kappa Asta,27651,Petrol,Manual,1,2018,1199,5,5.30 Lakh,530000
Honda Jazz 1.2 V i VTEC,92771,Petrol,Manual,1,2016,1591,5,4.95 Lakh,495000
Hyundai Verna VTVT 1.6 SX Option,51956,Petrol,Manual,1,2018,1198,5,10.28 Lakh,1028000
Mahindra KUV 100 mFALCON G80 K4 Plus 5str,34048,Petrol,Manual,1,2017,2993,5,3.99 Lakh,399000
